t,class,conf,area,infer_ms,e2e_ms,fired
1783028702.810,,,,46.5,72.5,
1783028702.856,,,,57.1,77.6,
1783028702.913,,,,65.3,93.0,
1783028702.979,,,,53.7,91.1,
1783028703.032,,,,56.8,94.6,
1783028703.089,,,,50.9,95.9,
1783028703.140,,,,49.2,97.8,
1783028703.190,,,,43.9,91.2,
1783028703.234,,,,55.9,94.8,
1783028703.290,,,,48.6,97.9,
1783028703.339,,,,49.2,91.7,
1783028703.388,,,,49.3,89.5,
1783028703.438,,,,47.1,89.9,
1783028703.486,,,,46.4,89.1,
1783028703.533,,,,64.9,99.8,
1783028703.597,,,,55.1,101.1,
1783028703.653,,,,45.8,99.9,
1783028703.699,,,,48.4,94.6,
1783028703.748,,,,49.4,91.7,
1783028703.797,,,,51.5,97.9,
1783028703.849,,,,54.8,97.7,
1783028703.903,,,,49.1,97.1,
1783028703.953,,,,45.4,87.6,
1783028703.998,,,,46.3,87.7,
1783028704.044,,,,42.9,77.6,
1783028704.087,,,,49.7,77.3,
1783028704.138,,,,52.1,82.1,
1783028704.191,,,,59.3,92.2,
1783028704.250,,,,53.2,92.4,
1783028704.304,,,,63.5,108.2,
1783028704.367,,,,54.3,60.5,
1783028704.421,,,,51.0,62.0,
1783028704.473,,,,51.5,63.5,
1783028704.525,,,,59.0,74.4,
1783028704.585,,,,56.6,78.6,
1783028704.642,,,,57.9,86.1,
1783028704.701,,,,51.5,85.6,
1783028704.752,,,,58.6,92.1,
1783028704.811,,,,58.2,99.6,
1783028704.869,,,,66.3,115.0,
1783028704.935,,,,58.4,72.4,
1783028704.994,,,,66.1,86.5,
1783028705.060,,,,53.8,88.8,
1783028705.113,,,,39.3,75.0,
1783028705.154,,,,33.0,53.4,
1783028705.187,,,,46.3,56.8,
1783028705.233,,,,47.0,52.0,
1783028705.280,,,,49.0,51.0,
1783028705.334,,,,45.5,50.5,
1783028705.380,,,,47.7,47.7,
1783028705.434,,,,47.6,51.6,
1783028705.487,,,,50.5,54.0,
1783028705.537,,,,48.9,53.9,
1783028705.586,,,,53.1,56.6,
1783028705.639,,,,46.6,54.6,
1783028705.686,,,,44.1,51.2,
1783028705.736,,,,47.2,51.2,
1783028705.789,,,,47.5,53.0,
1783028705.836,,,,55.3,58.3,
1783028705.892,,,,50.2,61.2,
1783028705.944,,,,48.8,52.8,
1783028705.992,,,,50.4,55.4,
1783028706.043,,,,55.5,58.5,
1783028706.098,,,,53.7,63.7,
1783028706.152,,,,49.5,60.2,
1783028706.202,,,,45.1,56.5,
1783028706.248,,,,50.6,51.6,
1783028706.298,,,,45.2,49.2,
1783028706.350,,,,48.0,52.0,
1783028706.398,,,,49.1,50.1,
1783028706.447,,,,48.5,52.5,
1783028706.495,,,,45.3,47.3,
1783028706.552,,,,50.5,54.5,
1783028706.602,,,,46.0,53.5,
1783028706.649,,,,46.2,47.2,
1783028706.701,,,,44.5,48.5,
1783028706.751,,,,45.0,50.0,
1783028706.802,,,,46.2,49.2,
1783028706.854,,,,48.2,51.2,
1783028706.902,,,,49.3,54.3,
1783028706.952,,,,47.4,48.4,
1783028707.005,,,,53.9,56.4,
1783028707.059,,,,45.3,55.3,
1783028707.109,,,,45.8,49.8,
1783028707.155,,,,43.9,47.8,
1783028707.211,,,,46.4,50.4,
1783028707.257,,,,48.9,50.9,
1783028707.306,,,,48.3,49.3,
1783028707.365,,,,45.0,50.0,
1783028707.416,,,,50.6,53.6,
1783028707.466,,,,50.3,57.3,
1783028707.517,,,,45.7,55.6,
1783028707.569,,,,45.0,51.4,
1783028707.615,,,,45.6,48.6,
1783028707.666,,,,44.9,46.9,
1783028707.717,,,,44.5,47.5,
1783028707.767,,,,47.0,50.1,
1783028707.820,,,,44.5,47.5,
1783028707.870,,,,47.0,51.5,
1783028707.918,,,,44.8,45.8,
1783028707.968,,,,49.5,53.0,
1783028708.024,,,,47.6,52.6,
1783028708.071,,,,47.4,48.4,
1783028708.119,,,,44.9,45.9,
1783028708.175,,,,49.0,53.5,
1783028708.224,,,,46.9,49.9,
1783028708.276,,,,60.4,62.9,
1783028708.337,,,,55.5,68.8,
1783028708.392,,,,56.3,75.4,
1783028708.448,,,,50.1,74.7,
1783028708.499,,,,49.2,72.2,
1783028708.548,,,,49.2,72.8,
1783028708.597,,,,50.1,68.8,
1783028708.647,,,,55.6,74.6,
1783028708.703,,,,52.3,77.9,
1783028708.755,,,,53.5,78.6,
1783028708.808,,,,55.6,83.6,
1783028708.864,,,,56.4,91.5,
1783028708.920,,,,53.4,95.4,
1783028708.975,,,,60.4,104.7,
1783028709.035,,,,54.6,57.8,
1783028709.091,,,,64.5,71.5,
1783028709.156,,,,65.7,87.7,
1783028709.222,,,,59.2,99.2,
1783028709.281,,,,53.5,97.1,
1783028709.335,,,,51.2,96.7,
1783028709.386,,,,56.7,105.9,
1783028709.443,,,,55.7,63.8,
1783028709.498,,,,58.4,68.6,
1783028709.557,,,,57.3,76.4,
1783028709.614,,,,52.6,76.9,
1783028709.667,,,,52.7,81.3,
1783028709.720,,,,53.8,84.1,
1783028709.774,,,,53.1,84.5,
1783028709.827,,,,49.9,84.3,
1783028709.877,,,,54.4,83.0,
1783028709.932,,,,60.9,99.3,
1783028709.994,,,,61.1,105.7,
1783028710.056,,,,56.9,113.1,
1783028710.113,,,,58.0,69.4,
1783028710.170,,,,52.0,72.5,
1783028710.222,,,,49.7,70.7,
1783028710.272,,,,53.4,70.1,
1783028710.326,,,,52.2,73.7,
1783028710.378,,,,51.5,71.7,
1783028710.429,,,,48.1,73.1,
1783028710.478,,,,50.7,78.0,
1783028710.529,,,,56.7,83.2,
1783028710.586,,,,57.8,87.9,
1783028710.644,,,,52.5,90.9,
1783028710.696,,,,58.1,99.3,
1783028710.755,,,,46.9,98.4,
1783028710.802,,,,44.0,85.9,
1783028710.846,,,,51.0,84.9,
1783028710.897,,,,50.0,84.9,
1783028710.947,,,,50.0,85.0,
1783028710.998,,,,54.5,92.5,
1783028711.053,,,,46.9,86.3,
1783028711.099,,,,49.1,85.9,
1783028711.148,,,,54.9,89.7,
1783028711.203,,,,51.4,92.4,
1783028711.255,,,,57.9,100.3,
1783028711.314,,,,55.4,102.8,
1783028711.369,,,,49.6,105.0,
1783028711.419,,,,49.5,51.5,
1783028711.468,,,,49.2,50.2,
1783028711.518,,,,45.4,47.4,
1783028711.570,,,,49.7,52.7,
1783028711.625,,,,47.8,52.3,
1783028711.673,,,,45.1,50.4,
1783028711.724,,,,47.1,48.6,
1783028711.776,,,,48.1,53.2,
1783028711.824,,,,47.2,50.0,
1783028711.877,,,,49.5,54.6,
1783028711.929,,,,46.7,52.7,
1783028711.975,,,,59.6,63.6,
1783028712.035,,,,53.0,66.3,
1783028712.088,,,,50.7,65.7,
1783028712.139,,,,62.0,76.9,
1783028712.201,,,,68.4,95.4,
1783028712.269,,,,68.4,111.5,
1783028712.338,,,,74.3,83.3,
1783028712.412,,,,60.0,92.3,
1783028712.472,,,,56.5,96.4,
1783028712.528,,,,65.1,108.2,
1783028712.593,,,,53.5,64.0,
1783028712.648,,,,56.4,68.9,
1783028712.705,,,,53.1,69.8,
1783028712.759,,,,57.1,81.9,
1783028712.817,,,,50.8,77.5,
1783028712.868,,,,50.7,82.0,
1783028712.919,,,,46.0,78.7,
1783028712.965,,,,46.2,71.0,
1783028713.011,,,,48.9,72.9,
1783028713.060,,,,50.2,71.2,
1783028713.110,,,,45.7,66.6,
1783028713.155,,,,52.4,68.4,
1783028713.208,,,,54.0,73.5,
1783028713.263,,,,52.9,75.2,
1783028713.316,,,,50.4,75.7,
1783028713.366,,,,47.5,71.5,
1783028713.414,,,,48.5,71.5,
1783028713.462,,,,47.8,69.3,
1783028713.511,,,,55.8,74.7,
1783028713.566,,,,47.0,69.0,
1783028713.614,,,,48.1,69.1,
1783028713.662,,,,47.4,63.4,
1783028713.710,,,,48.0,59.0,
1783028713.758,,,,45.1,54.1,
1783028713.803,,,,49.3,53.9,
1783028713.852,,,,50.0,53.0,
1783028713.903,,,,55.3,58.3,
1783028713.959,,,,51.6,58.7,
1783028714.010,,,,55.8,64.8,
1783028714.066,,,,55.2,69.2,
1783028714.122,,,,50.8,68.8,
1783028714.173,,,,47.9,67.4,
1783028714.221,,,,47.7,64.7,
1783028714.269,,,,52.1,65.6,
1783028714.321,,,,47.0,62.0,
1783028714.369,,,,46.5,59.0,
1783028714.416,,,,50.6,60.6,
1783028714.467,,,,53.8,64.2,
1783028714.521,,,,56.7,68.7,
1783028714.577,,,,51.3,68.6,
1783028714.629,,,,47.6,67.6,
1783028714.676,,,,48.5,66.5,
1783028714.725,,,,50.0,64.1,
1783028714.775,,,,52.5,66.1,
1783028714.827,,,,48.7,64.3,
1783028714.876,,,,52.4,64.4,
1783028714.928,,,,50.1,68.1,
1783028714.978,,,,49.3,60.8,
1783028715.028,,,,52.7,67.1,
1783028715.081,,,,47.0,65.8,
1783028715.128,,,,50.4,62.0,
1783028715.178,,,,53.7,63.7,
1783028715.232,,,,63.0,74.7,
1783028715.295,,,,45.2,71.2,
1783028715.341,,,,44.6,65.8,
1783028715.386,,,,50.3,66.3,
1783028715.436,,,,49.8,61.8,
1783028715.486,,,,45.3,59.0,
1783028715.531,,,,45.4,54.4,
1783028715.583,,,,46.5,51.5,
1783028715.629,,,,45.1,50.1,
1783028715.674,,,,47.4,47.4,
1783028715.733,,,,44.1,49.2,
1783028715.777,,,,46.2,46.2,
1783028715.829,,,,46.3,49.3,
1783028715.881,,,,46.8,50.3,
1783028715.933,,,,44.8,49.8,
1783028715.978,,,,47.5,47.5,
1783028716.031,,,,49.1,52.1,
1783028716.080,,,,47.8,48.8,
1783028716.134,,,,45.0,48.5,
1783028716.185,,,,51.5,55.9,
1783028716.236,,,,53.7,57.7,
1783028716.291,,,,47.9,52.8,
1783028716.345,,,,46.6,48.6,
1783028716.392,,,,46.3,49.3,
1783028716.449,,,,54.5,60.0,
1783028716.504,,,,46.5,56.4,
1783028716.550,,,,53.0,61.0,
1783028716.603,,,,46.5,54.5,
1783028716.650,,,,51.0,55.0,
1783028716.701,,,,53.3,60.5,
1783028716.755,,,,44.5,54.7,
1783028716.800,,,,44.4,51.7,
1783028716.845,,,,45.2,46.2,
1783028716.902,,,,52.0,56.5,
1783028716.954,,,,47.0,55.0,
1783028717.001,,,,45.0,47.0,
1783028717.046,,,,50.4,50.4,
1783028717.103,,,,53.5,58.0,
1783028717.157,,,,55.7,66.7,
1783028717.213,,,,51.9,68.3,
1783028717.265,,,,48.5,66.1,
1783028717.313,,,,46.0,61.4,
1783028717.359,,,,50.3,61.3,
1783028717.411,,,,50.6,62.6,
1783028717.461,,,,52.0,58.0,
1783028717.513,,,,46.8,54.8,
1783028717.560,,,,51.2,56.2,
1783028717.612,,,,48.0,53.0,
1783028717.666,,,,48.6,54.6,
1783028717.716,,,,49.2,56.7,
1783028717.765,,,,50.6,56.6,
1783028717.816,,,,52.7,58.7,
1783028717.868,,,,45.7,54.7,
1783028717.915,,,,51.0,55.0,
1783028717.966,,,,45.3,49.8,
1783028718.017,,,,48.5,53.0,
1783028718.065,,,,54.1,58.1,
1783028718.119,,,,48.0,55.0,
1783028718.167,,,,45.1,49.1,
1783028718.218,,,,46.5,49.1,
1783028718.265,,,,46.7,47.7,
1783028718.317,,,,45.5,48.5,
1783028718.368,,,,44.9,48.9,
1783028718.419,,,,50.2,55.2,
1783028718.470,,,,47.7,50.7,
1783028718.518,,,,46.0,47.0,
1783028718.569,,,,47.1,48.0,
1783028718.623,,,,45.1,50.6,
1783028718.668,,,,50.1,52.1,
1783028718.724,,,,53.7,59.1,
1783028718.778,,,,51.1,60.1,
1783028718.829,,,,46.4,56.4,
1783028718.876,,,,46.6,52.6,
1783028718.928,,,,45.2,50.3,
1783028718.978,,,,47.3,51.3,
1783028719.032,,,,46.5,50.5,
1783028719.085,,,,47.8,53.4,
1783028719.133,,,,43.5,44.5,
1783028719.187,,,,49.0,53.5,
1783028719.236,,,,42.9,43.9,
1783028719.285,,,,48.8,50.8,
1783028719.339,,,,42.9,48.1,
1783028719.388,,,,49.7,53.7,
1783028719.438,,,,45.0,50.8,
1783028719.483,,,,47.3,48.3,
1783028719.542,,,,44.3,49.3,
1783028719.586,,,,47.3,48.3,
1783028719.639,,,,48.2,51.7,
1783028719.687,,,,44.6,46.6,
1783028719.737,,,,48.0,50.0,
1783028719.790,,,,43.7,48.2,
1783028719.841,,,,45.0,50.5,
1783028719.891,,,,44.5,47.5,
1783028719.942,,,,45.2,49.7,
1783028719.993,,,,48.5,54.0,
1783028720.043,,,,46.9,47.9,
1783028720.095,,,,43.2,48.6,
1783028720.144,,,,42.5,44.5,
1783028720.193,,,,47.1,49.1,
1783028720.245,,,,46.5,49.0,
1783028720.303,,,,47.0,50.5,
1783028720.350,,,,47.3,48.3,
1783028720.397,,,,45.3,47.3,
1783028720.448,,,,46.5,49.5,
1783028720.506,,,,46.1,50.7,
1783028720.552,,,,44.4,49.4,
1783028720.602,,,,46.7,50.7,
1783028720.649,,,,45.7,46.7,
1783028720.706,,,,48.5,52.0,
1783028720.754,,,,45.5,47.5,
1783028720.805,,,,46.5,50.5,
1783028720.852,,,,47.0,48.0,
1783028720.904,,,,46.0,50.5,
1783028720.956,,,,49.7,54.7,
1783028721.006,,,,51.9,57.1,
1783028721.058,,,,49.5,54.9,
1783028721.107,,,,50.3,55.8,
1783028721.157,,,,48.3,53.3,
1783028721.206,,,,46.8,48.8,
1783028721.258,,,,48.4,52.5,
1783028721.307,,,,48.0,50.0,
1783028721.361,,,,48.6,54.1,
1783028721.410,,,,47.0,52.0,
1783028721.458,,,,47.0,49.0,
1783028721.511,,,,45.8,49.5,
1783028721.563,,,,47.5,50.5,
1783028721.610,,,,49.6,49.6,
1783028721.666,,,,47.1,50.2,
1783028721.713,,,,43.4,45.4,
1783028721.767,,,,49.0,54.2,
1783028721.817,,,,43.3,47.8,
1783028721.866,,,,46.0,49.5,
1783028721.918,,,,46.4,50.4,
1783028721.970,,,,47.1,48.6,
1783028722.017,,,,49.0,51.0,
1783028722.071,,,,46.7,51.7,
1783028722.118,,,,49.9,51.9,
1783028722.169,,,,45.1,47.1,
1783028722.220,,,,51.7,55.2,
1783028722.272,,,,46.5,50.5,
1783028722.324,,,,51.4,55.4,
1783028722.375,,,,47.5,52.4,
1783028722.423,,,,48.7,49.7,
1783028722.472,,,,47.0,49.0,
1783028722.524,,,,47.9,53.4,
1783028722.573,,,,44.0,46.0,
1783028722.623,,,,48.0,49.5,
1783028722.676,,,,48.2,53.2,
1783028722.726,,,,48.0,51.0,
1783028722.774,,,,50.0,52.0,
1783028722.823,,,,47.7,49.7,
1783028722.878,,,,49.0,50.5,
1783028722.927,,,,46.0,50.0,
1783028722.978,,,,49.8,52.8,
1783028723.028,,,,43.5,48.0,
1783028723.077,,,,49.9,51.9,
1783028723.127,,,,50.4,52.7,
1783028723.183,,,,57.0,62.1,
1783028723.240,,,,52.5,62.5,
1783028723.293,,,,55.5,67.5,
1783028723.348,,,,50.7,68.4,
1783028723.399,,,,52.3,70.9,
1783028723.451,,,,52.8,70.8,
1783028723.504,,,,55.3,76.5,
1783028723.560,,,,51.1,78.2,
1783028723.611,,,,52.0,79.6,
1783028723.663,,,,55.4,83.5,
1783028723.718,,,,48.6,83.8,
1783028723.768,,,,50.2,82.4,
1783028723.818,,,,56.8,88.6,
1783028723.875,,,,55.4,93.6,
1783028723.930,,,,54.2,97.0,
1783028723.984,,,,56.9,102.0,
1783028724.041,,,,54.0,56.0,
1783028724.095,,,,46.4,51.4,
1783028724.141,,,,48.2,50.2,
1783028724.195,,,,45.0,49.5,
1783028724.246,,,,56.3,60.3,
1783028724.302,,,,60.5,68.5,
1783028724.363,,,,55.5,74.5,
1783028724.418,,,,51.1,76.1,
1783028724.469,,,,54.8,80.3,
1783028724.524,,,,53.5,80.9,
1783028724.577,,,,55.7,86.2,
1783028724.634,,,,50.7,87.7,
1783028724.685,,,,53.5,93.3,
1783028724.739,,,,60.0,99.9,
1783028724.799,,,,55.2,103.2,
1783028724.855,,,,54.7,107.5,
1783028724.909,,,,57.4,63.8,
1783028724.967,,,,52.2,64.5,
1783028725.019,,,,57.1,69.4,
1783028725.077,,,,50.5,68.4,
1783028725.128,,,,49.5,69.5,
1783028725.177,,,,53.4,72.9,
1783028725.230,,,,53.0,75.7,
1783028725.283,,,,57.2,82.5,
1783028725.341,,,,46.6,77.5,
1783028725.387,,,,48.5,75.1,
1783028725.436,,,,52.3,75.3,
1783028725.488,,,,52.8,76.0,
1783028725.541,,,,50.0,75.4,
1783028725.591,,,,50.1,73.1,
1783028725.641,,,,55.2,69.8,
1783028725.696,,,,51.5,80.8,
1783028725.748,,,,49.4,81.6,
